Anzahl;Typ;Art der Daten;URL
6;Python;Skills;https://www.linkedin.com/company/arcatrust1/
6;Forschung & Entwicklung;Skills;https://www.linkedin.com/company/arcatrust1/
6;Sicherheit;Skills;https://www.linkedin.com/company/arcatrust1/
6;Kryptographie;Skills;https://www.linkedin.com/company/arcatrust1/
5;Cybersicherheit;Skills;https://www.linkedin.com/company/arcatrust1/
5;Projektmanagement;Skills;https://www.linkedin.com/company/arcatrust1/
4;Java;Skills;https://www.linkedin.com/company/arcatrust1/
4;Teamführung;Skills;https://www.linkedin.com/company/arcatrust1/
4;Systemarchitektur;Skills;https://www.linkedin.com/company/arcatrust1/
4;LaTeX;Skills;https://www.linkedin.com/company/arcatrust1/
4;Informationssicherheit;Skills;https://www.linkedin.com/company/arcatrust1/
4;Git;Skills;https://www.linkedin.com/company/arcatrust1/
4;Programmierung;Skills;https://www.linkedin.com/company/arcatrust1/
2;Schweiz;Wohnort;https://www.linkedin.com/company/spectroplast/
1;Zürich und Umgebung, Schweiz;Wohnort;https://www.linkedin.com/company/spectroplast/
1;ETH Zürich;Hochschule;https://www.linkedin.com/company/spectroplast/
1;Hochschule Augsburg;Hochschule;https://www.linkedin.com/company/spectroplast/
1;Univerza v Mariboru;Hochschule;https://www.linkedin.com/company/spectroplast/
1;Ekonomická univerzita v Bratislave;Hochschule;https://www.linkedin.com/company/spectroplast/
1;IT;Tätigkeitsbereich;https://www.linkedin.com/company/spectroplast/
1;Marketing;Tätigkeitsbereich;https://www.linkedin.com/company/spectroplast/
1;Vertrieb;Tätigkeitsbereich;https://www.linkedin.com/company/spectroplast/
1;Informationstechnologie;Studium;https://www.linkedin.com/company/spectroplast/
1;Elektrotechnik und Elektronik;Studium;https://www.linkedin.com/company/spectroplast/
1;Internationale Geschäfte;Studium;https://www.linkedin.com/company/spectroplast/
1;Elektrotechnik;Skills;https://www.linkedin.com/company/spectroplast/
1;Strategie;Skills;https://www.linkedin.com/company/spectroplast/
1;Schiffsmaschinenbau;Skills;https://www.linkedin.com/company/spectroplast/
1;Arduino;Skills;https://www.linkedin.com/company/spectroplast/
1;Inside Sales;Skills;https://www.linkedin.com/company/spectroplast/
1;Eventmanagement;Skills;https://www.linkedin.com/company/spectroplast/
1;Internationaler Vertrieb;Skills;https://www.linkedin.com/company/spectroplast/
1;Produktentwicklung;Skills;https://www.linkedin.com/company/spectroplast/
1;Ingenieurwissenschaften;Skills;https://www.linkedin.com/company/spectroplast/
1;Eingebettete Software;Skills;https://www.linkedin.com/company/spectroplast/
1;PCB Design;Skills;https://www.linkedin.com/company/spectroplast/
1;Management;Skills;https://www.linkedin.com/company/spectroplast/
1;Prozessleittechnik;Skills;https://www.linkedin.com/company/spectroplast/
1;Projektmanagement;Skills;https://www.linkedin.com/company/spectroplast/
1;B2B-Marketing;Skills;https://www.linkedin.com/company/spectroplast/
9;Schweiz;Wohnort;https://www.linkedin.com/company/backbone-photo/
5;Genf und Umgebung, Schweiz;Wohnort;https://www.linkedin.com/company/backbone-photo/
3;Frankreich;Wohnort;https://www.linkedin.com/company/backbone-photo/
2;Zürich und Umgebung, Schweiz;Wohnort;https://www.linkedin.com/company/backbone-photo/
2;Paris und Umgebung, Frankreich;Wohnort;https://www.linkedin.com/company/backbone-photo/
1;Österreich;Wohnort;https://www.linkedin.com/company/backbone-photo/
1;Austria area;Wohnort;https://www.linkedin.com/company/backbone-photo/
1;Basel und Umgebung, Schweiz;Wohnort;https://www.linkedin.com/company/backbone-photo/
1;Lausanne und Umgebung, Schweiz;Wohnort;https://www.linkedin.com/company/backbone-photo/
1;Mühlhausen und Umgebung, Frankreich;Wohnort;https://www.linkedin.com/company/backbone-photo/
1;Großbritannien;Wohnort;https://www.linkedin.com/company/backbone-photo/
1;London, Großbritannien;Wohnort;https://www.linkedin.com/company/backbone-photo/
2;HEC Lausanne - The Faculty of Business and Economics of the University of Lausanne;Hochschule;https://www.linkedin.com/company/backbone-photo/
2;Fachhochschule Nordwestschweiz FHNW;Hochschule;https://www.linkedin.com/company/backbone-photo/
1;IMC Fachhochschule Krems;Hochschule;https://www.linkedin.com/company/backbone-photo/
1;EPFL (École polytechnique fédérale de Lausanne);Hochschule;https://www.linkedin.com/company/backbone-photo/
1;Universität St.Gallen - Hochschule für Wirtschafts-, Rechts- und Sozialwissenschaften;Hochschule;https://www.linkedin.com/company/backbone-photo/
1;Universität Zürich | University of Zurich;Hochschule;https://www.linkedin.com/company/backbone-photo/
1;Hochschule für Technik und Wirtschaft Dresden (HTW Dresden);Hochschule;https://www.linkedin.com/company/backbone-photo/
1;Johann Wolfgang Goethe-Universität Frankfurt am Main;Hochschule;https://www.linkedin.com/company/backbone-photo/
1;Grenoble Ecole de Management;Hochschule;https://www.linkedin.com/company/backbone-photo/
1;Télécom Paris;Hochschule;https://www.linkedin.com/company/backbone-photo/
1;ISEP - école d'ingénieurs du numérique;Hochschule;https://www.linkedin.com/company/backbone-photo/
1;Université de Haute-Alsace Mulhouse-Colmar;Hochschule;https://www.linkedin.com/company/backbone-photo/
1;London Business School;Hochschule;https://www.linkedin.com/company/backbone-photo/
1;Università Politecnica delle Marche;Hochschule;https://www.linkedin.com/company/backbone-photo/
1;Duale Hochschule Baden-Württemberg;Hochschule;https://www.linkedin.com/company/backbone-photo/
7;Geschäftsentwicklung;Tätigkeitsbereich;https://www.linkedin.com/company/backbone-photo/
5;Kunst und Design;Tätigkeitsbereich;https://www.linkedin.com/company/backbone-photo/
3;Operatives Geschäft;Tätigkeitsbereich;https://www.linkedin.com/company/backbone-photo/
1;IT;Tätigkeitsbereich;https://www.linkedin.com/company/backbone-photo/
1;Marketing;Tätigkeitsbereich;https://www.linkedin.com/company/backbone-photo/
1;Medien und Kommunikation;Tätigkeitsbereich;https://www.linkedin.com/company/backbone-photo/
1;Gemeinnützige und Sozialdienste;Tätigkeitsbereich;https://www.linkedin.com/company/backbone-photo/
1;Ingenieurwesen;Tätigkeitsbereich;https://www.linkedin.com/company/backbone-photo/
1;Unternehmertum;Tätigkeitsbereich;https://www.linkedin.com/company/backbone-photo/
3;Geschäftsverwaltung und Leitung, allgemein;Studium;https://www.linkedin.com/company/backbone-photo/
3;Internationale Geschäfte;Studium;https://www.linkedin.com/company/backbone-photo/
2;Fotografie;Studium;https://www.linkedin.com/company/backbone-photo/
2;Unternehmerschaft/Unternehmerschaftsstudien;Studium;https://www.linkedin.com/company/backbone-photo/
2;Marketing;Studium;https://www.linkedin.com/company/backbone-photo/
1;Weinanbau und Önologie;Studium;https://www.linkedin.com/company/backbone-photo/
1;Informationstechnologie;Studium;https://www.linkedin.com/company/backbone-photo/
1;Informatik;Studium;https://www.linkedin.com/company/backbone-photo/
1;Landbautechnik;Studium;https://www.linkedin.com/company/backbone-photo/
1;Hoch- und Tiefbau;Studium;https://www.linkedin.com/company/backbone-photo/
1;Bergbau- und Mineraltechnik;Studium;https://www.linkedin.com/company/backbone-photo/
1;Sachkunde;Studium;https://www.linkedin.com/company/backbone-photo/
1;Internationale/globale Studien;Studium;https://www.linkedin.com/company/backbone-photo/
1;Sozialwissenschaften;Studium;https://www.linkedin.com/company/backbone-photo/
1;Wirtschaftswissenschaften;Studium;https://www.linkedin.com/company/backbone-photo/
5;Microsoft Office;Skills;https://www.linkedin.com/company/backbone-photo/
5;Französisch;Skills;https://www.linkedin.com/company/backbone-photo/
4;Management;Skills;https://www.linkedin.com/company/backbone-photo/
4;Marketing;Skills;https://www.linkedin.com/company/backbone-photo/
4;Englisch;Skills;https://www.linkedin.com/company/backbone-photo/
3;Unternehmertum;Skills;https://www.linkedin.com/company/backbone-photo/
3;Adobe Photoshop;Skills;https://www.linkedin.com/company/backbone-photo/
3;Digitale Fotografie;Skills;https://www.linkedin.com/company/backbone-photo/
3;Porträtfotografie;Skills;https://www.linkedin.com/company/backbone-photo/
3;Werbefotografie;Skills;https://www.linkedin.com/company/backbone-photo/
3;Bildbearbeitung;Skills;https://www.linkedin.com/company/backbone-photo/
3;Eventfotografie;Skills;https://www.linkedin.com/company/backbone-photo/
3;Redigieren;Skills;https://www.linkedin.com/company/backbone-photo/
2;Finanzmodelle;Skills;https://www.linkedin.com/company/backbone-photo/
2;Fusionen und Übernahmen;Skills;https://www.linkedin.com/company/backbone-photo/
39;Schweiz;Wohnort;https://www.linkedin.com/company/auterion/
35;Zürich und Umgebung, Schweiz;Wohnort;https://www.linkedin.com/company/auterion/
5;Vereinigte Staaten;Wohnort;https://www.linkedin.com/company/auterion/
3;Großraum Los Angeles und Umgebung;Wohnort;https://www.linkedin.com/company/auterion/
1;Australien;Wohnort;https://www.linkedin.com/company/auterion/
1;Melbourne und Umgebung, Australien;Wohnort;https://www.linkedin.com/company/auterion/
1;Lausanne und Umgebung, Schweiz;Wohnort;https://www.linkedin.com/company/auterion/
1;Tessin, Schweiz;Wohnort;https://www.linkedin.com/company/auterion/
1;China;Wohnort;https://www.linkedin.com/company/auterion/
1;Chengdu City, China;Wohnort;https://www.linkedin.com/company/auterion/
1;Frankreich;Wohnort;https://www.linkedin.com/company/auterion/
1;Mühlhausen und Umgebung, Frankreich;Wohnort;https://www.linkedin.com/company/auterion/
1;Großbritannien;Wohnort;https://www.linkedin.com/company/auterion/
1;London, Großbritannien;Wohnort;https://www.linkedin.com/company/auterion/
1;Slowenien;Wohnort;https://www.linkedin.com/company/auterion/
15;ETH Zürich;Hochschule;https://www.linkedin.com/company/auterion/
4;EPFL (École polytechnique fédérale de Lausanne);Hochschule;https://www.linkedin.com/company/auterion/
3;KTH Royal Institute of Technology;Hochschule;https://www.linkedin.com/company/auterion/
2;Tongji University;Hochschule;https://www.linkedin.com/company/auterion/
2;Politecnico di Milano;Hochschule;https://www.linkedin.com/company/auterion/
2;HSR Hochschule für Technik Rapperswil;Hochschule;https://www.linkedin.com/company/auterion/
2;University of California, Berkeley, Haas School of Business;Hochschule;https://www.linkedin.com/company/auterion/
2;Harvard University;Hochschule;https://www.linkedin.com/company/auterion/
1;RMIT University;Hochschule;https://www.linkedin.com/company/auterion/
1;University of Tasmania;Hochschule;https://www.linkedin.com/company/auterion/
1;KU Leuven;Hochschule;https://www.linkedin.com/company/auterion/
1;Universidade de São Paulo;Hochschule;https://www.linkedin.com/company/auterion/
1;Universität St.Gallen - Hochschule für Wirtschafts-, Rechts- und Sozialwissenschaften;Hochschule;https://www.linkedin.com/company/auterion/
1;Universität Zürich | University of Zurich;Hochschule;https://www.linkedin.com/company/auterion/
1;Universidad de Chile;Hochschule;https://www.linkedin.com/company/auterion/
27;Ingenieurwesen;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
5;Geschäftsentwicklung;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
4;Produktmanagement;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
3;Programm- und Projektmanagement;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
3;Unternehmertum;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
2;IT;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
2;Vertrieb;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
2;Support;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
1;Marketing;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
1;Medien und Kommunikation;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
1;Operatives Geschäft;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
1;Verwaltung;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
1;Qualitätssicherung;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
1;Kunst und Design;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
1;Gemeinnützige und Sozialdienste;Tätigkeitsbereich;https://www.linkedin.com/company/auterion/
10;Informatik;Studium;https://www.linkedin.com/company/auterion/
10;Maschinenbau;Studium;https://www.linkedin.com/company/auterion/
8;Mechatronik, Robotik und Automatisierungstechnik;Studium;https://www.linkedin.com/company/auterion/
7;Elektrotechnik und Elektronik;Studium;https://www.linkedin.com/company/auterion/
4;Informationstechnologie;Studium;https://www.linkedin.com/company/auterion/
2;Computer- und Informationswissenschaften und Support-Dienste;Studium;https://www.linkedin.com/company/auterion/
2;Ingenieurwissenschaften;Studium;https://www.linkedin.com/company/auterion/
2;Luft- und Raumfahrttechnik, Aeronautik und Astronautik/Raumfahrttechnik;Studium;https://www.linkedin.com/company/auterion/
2;Computer-Softwaretechnik;Studium;https://www.linkedin.com/company/auterion/
2;Englische Literatur;Studium;https://www.linkedin.com/company/auterion/
2;Angewandte Mathematik;Studium;https://www.linkedin.com/company/auterion/
2;Psychologie;Studium;https://www.linkedin.com/company/auterion/
2;Politische Wissenschaft und Regierung;Studium;https://www.linkedin.com/company/auterion/
2;Geschäftsverwaltung und Leitung, allgemein;Studium;https://www.linkedin.com/company/auterion/
2;Projektmanagement;Studium;https://www.linkedin.com/company/auterion/
27;C++;Skills;https://www.linkedin.com/company/auterion/
24;Python;Skills;https://www.linkedin.com/company/auterion/
20;Matlab;Skills;https://www.linkedin.com/company/auterion/
19;Linux;Skills;https://www.linkedin.com/company/auterion/
17;C;Skills;https://www.linkedin.com/company/auterion/
16;Projektmanagement;Skills;https://www.linkedin.com/company/auterion/
16;Softwareentwicklung;Skills;https://www.linkedin.com/company/auterion/
14;Git;Skills;https://www.linkedin.com/company/auterion/
13;Eingebettete Systeme;Skills;https://www.linkedin.com/company/auterion/
13;Programmierung;Skills;https://www.linkedin.com/company/auterion/
10;Robotik;Skills;https://www.linkedin.com/company/auterion/
8;JavaScript;Skills;https://www.linkedin.com/company/auterion/
8;Geschäftsentwicklung;Skills;https://www.linkedin.com/company/auterion/
7;Microsoft Office;Skills;https://www.linkedin.com/company/auterion/
7;Unternehmensstrategie;Skills;https://www.linkedin.com/company/auterion/
2;Schweiz;Wohnort;https://in.linkedin.com/company/seedimpulse
1;Bern und Umgebung, Schweiz;Wohnort;https://in.linkedin.com/company/seedimpulse
1;Genf und Umgebung, Schweiz;Wohnort;https://in.linkedin.com/company/seedimpulse
1;EPFL (École polytechnique fédérale de Lausanne);Hochschule;https://in.linkedin.com/company/seedimpulse
1;HEC Lausanne - The Faculty of Business and Economics of the University of Lausanne;Hochschule;https://in.linkedin.com/company/seedimpulse
1;Universität Bern;Hochschule;https://in.linkedin.com/company/seedimpulse
1;University of Geneva;Hochschule;https://in.linkedin.com/company/seedimpulse
1;Qualitätssicherung;Tätigkeitsbereich;https://in.linkedin.com/company/seedimpulse
1;Geschäftsentwicklung;Tätigkeitsbereich;https://in.linkedin.com/company/seedimpulse
1;Ingenieurwesen;Tätigkeitsbereich;https://in.linkedin.com/company/seedimpulse
1;Computer- und Informationswissenschaften und Support-Dienste;Studium;https://in.linkedin.com/company/seedimpulse
1;Informatik;Studium;https://in.linkedin.com/company/seedimpulse
1;Technische Physik;Studium;https://in.linkedin.com/company/seedimpulse
1;Mathematik;Studium;https://in.linkedin.com/company/seedimpulse
1;Management-Informationssysteme, allgemein;Studium;https://in.linkedin.com/company/seedimpulse
2;Softwareentwicklung;Skills;https://in.linkedin.com/company/seedimpulse
1;Computergestützte Geometrie;Skills;https://in.linkedin.com/company/seedimpulse
1;Algorithmen;Skills;https://in.linkedin.com/company/seedimpulse
1;VTK;Skills;https://in.linkedin.com/company/seedimpulse
1;Python;Skills;https://in.linkedin.com/company/seedimpulse
1;Java;Skills;https://in.linkedin.com/company/seedimpulse
1;Informatik;Skills;https://in.linkedin.com/company/seedimpulse
1;Node.js;Skills;https://in.linkedin.com/company/seedimpulse
1;Orthopädie;Skills;https://in.linkedin.com/company/seedimpulse
1;Open Inventor;Skills;https://in.linkedin.com/company/seedimpulse
1;C++;Skills;https://in.linkedin.com/company/seedimpulse
1;Boost C++;Skills;https://in.linkedin.com/company/seedimpulse
1;Software-Projektleitung;Skills;https://in.linkedin.com/company/seedimpulse
1;Projektmanagement;Skills;https://in.linkedin.com/company/seedimpulse
1;Bildverarbeitung;Skills;https://in.linkedin.com/company/seedimpulse
13;Schweiz;Wohnort;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
9;Lausanne und Umgebung, Schweiz;Wohnort;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
2;Genf und Umgebung, Schweiz;Wohnort;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Bern und Umgebung, Schweiz;Wohnort;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
6;EPFL (École polytechnique fédérale de Lausanne);Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
2;HEIG-VD;Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;ETH Zürich;Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;EPF Ecole d'Ingénieur-e-s;Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Imperial College London;Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;The University of Edinburgh;Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Università Cattolica del Sacro Cuore;Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Tohoku University;Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;ECAL - Ecole cantonale d’art de Lausanne;Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;ISAE-SUPAERO;Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Bauman Moscow State Technical University;Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Caltech;Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Stanford University;Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Stanford University Graduate School of Business;Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Massachusetts Institute of Technology;Hochschule;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
5;Geschäftsentwicklung;Tätigkeitsbereich;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
4;IT;Tätigkeitsbereich;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Buchhaltung;Tätigkeitsbereich;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Militär- und Schutzdienste;Tätigkeitsbereich;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Operatives Geschäft;Tätigkeitsbereich;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Programm- und Projektmanagement;Tätigkeitsbereich;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Forschung;Tätigkeitsbereich;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Kunst und Design;Tätigkeitsbereich;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Gemeinnützige und Sozialdienste;Tätigkeitsbereich;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Bildungswesen;Tätigkeitsbereich;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Ingenieurwesen;Tätigkeitsbereich;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Unternehmertum;Tätigkeitsbereich;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
4;Physik;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
2;Luft- und Raumfahrttechnik, Aeronautik und Astronautik;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
2;Elektrotechnik und Elektronik;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
2;Mechatronik, Robotik und Automatisierungstechnik;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
2;Angewandte Mathematik;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
2;101755;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Maschinenbau;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Energieverwaltungs- und Systemtechnik/Techniker;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Dolmetschen und Übersetzen;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Astrophysik;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Chemie;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Wirtschaftswissenschaften;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Politische Wissenschaft und Regierung;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Design und visuelle Kommunikation, allgemein;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
1;Industrie- und Produktdesign;Studium;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
7;Matlab;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
6;Systemtechnik;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
5;Raumfahrtsysteme;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
4;Management;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
4;Projektmanagement;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
4;LaTeX;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
3;Strategie;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
3;C++;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
3;Simulationen;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
3;Unternehmensstrategie;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
3;Testing;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
2;Sensoren;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
2;Python;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
2;Menschenführung;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
2;Verhandlungsgeschick;Skills;https://www.linkedin.com/company/clearspace-sa/?viewAsMember=true
6;Schweiz;Wohnort;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
5;Genf und Umgebung, Schweiz;Wohnort;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Lausanne und Umgebung, Schweiz;Wohnort;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Israel;Wohnort;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;EPFL (École polytechnique fédérale de Lausanne);Hochschule;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;ETH Zürich;Hochschule;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Universität St.Gallen - Hochschule für Wirtschafts-, Rechts- und Sozialwissenschaften;Hochschule;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;University of Geneva;Hochschule;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;KEDGE Business School;Hochschule;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Université Paris-Est Créteil (UPEC);Hochschule;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Technion - Israel Institute of Technology;Hochschule;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;IDRAC Business school;Hochschule;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Stanford University Graduate School of Business;Hochschule;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Georgetown University;Hochschule;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Amherst College;Hochschule;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Academia Engiadina;Hochschule;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
5;Geschäftsentwicklung;Tätigkeitsbereich;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
2;IT;Tätigkeitsbereich;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Finanzwesen;Tätigkeitsbereich;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Programm- und Projektmanagement;Tätigkeitsbereich;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Gemeinnützige und Sozialdienste;Tätigkeitsbereich;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Unternehmertum;Tätigkeitsbereich;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
2;Physik;Studium;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Telekommunikationstechnik;Studium;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Englische Literatur;Studium;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Philosophie;Studium;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Geschäfts-/betriebliche Ökonomie;Studium;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Finanz- und Finanzmanagementdienste;Studium;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Internationale Geschäfte/internationaler Handel;Studium;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;Marketing;Studium;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;101694;Studium;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
1;101717;Studium;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
5;Geschäftsentwicklung;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
4;Management;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
4;Start-ups;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
4;Unternehmensstrategie;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
3;Strategie;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
3;Menschenführung;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
3;Unternehmertum;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
3;Marketing;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
3;Marketingstrategie;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
3;Produktmanagement;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
3;Neugeschäftsentwicklung;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
2;Digitales Marketing;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
2;Strategische Partnerschaften;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
2;Risk Management;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
2;Consulting;Skills;https://www.linkedin.com/company/quantum-integrity-s-a/?originalSubdomain=in
60;Vereinigte Staaten;Wohnort;https://www.linkedin.com/company/urovant-sciences-inc
34;Orange County und Umgebung, Kalifornien;Wohnort;https://www.linkedin.com/company/urovant-sciences-inc
16;Raleigh-Durham und Umgebung, North Carolina;Wohnort;https://www.linkedin.com/company/urovant-sciences-inc
4;Großraum Los Angeles und Umgebung;Wohnort;https://www.linkedin.com/company/urovant-sciences-inc
1;Großbritannien;Wohnort;https://www.linkedin.com/company/urovant-sciences-inc
1;Großraum Chicago und Umgebung;Wohnort;https://www.linkedin.com/company/urovant-sciences-inc
1;Fort Wayne und Umgebung, Indiana;Wohnort;https://www.linkedin.com/company/urovant-sciences-inc
